ID,Signatur/shelfmark,Verfasser*in,Verfasser*in GND,Beteiligte/contributor,Beteiligte GND,Schreiberhand,Titel [Vorlage]/title [on document],Titel (fingiert/assigned),Titel (erschlossen),GND Werk (SZ),Werk Index ID,Aufschrift erstes Blatt / Identifying Inscription,"Konvoluttitel [entspricht ansonsten ""Einheitssachtitel der Werke""]",Datum [Vorlage]/date [on document],Datierung erschlossen,Date supplied/verified,Datum [normiert]/date [normalized],Sprachencode [dreistellig],"Art, Umfang, Anzahl",Physical Description,Paginierung,Pagination,Beschreibstoff [wenn ungewöhnlich],Writing material (when important or unusual),Schreibstoff,Writing Instrument,Entstehungsort/place of creation,Provenienz/provenance,Erwerbung/acquisition,Ordnungskategorie [classification],Classification,Publikationsangabe,Personenschlagwort,GND Personenschlagwort,Werkschlagwort Dritte,GND Werkschlagwort Dritte,GND Standort,Hinweis,Notes/Statement,INTERNE HINWEISE
497,SZ-AAP/W-AA171.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Rieger, Erwin",http://d-nb.info/gnd/116538597,Erwin Rieger,Die Sammlung Morrison.,,,,,,"Sammlung Morrison, Die",6. IX. 1917.,,,1917-09-06,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Vossische Zeitung, Berlin, 6. 11. 1917","Morrison, Alfred",http://d-nb.info/gnd/124663680,,,http://d-nb.info/gnd/1047605287,,,
498,SZ-AAP/W-AA172.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Shakespeares ""Sturm"", Prolog und Epilog zu",,,,,,"Shakespeares ""Sturm"", Prolog und Epilog zu",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Shakespeare, William",http://d-nb.info/gnd/118613723,The Tempest (1611),https://d-nb.info/gnd/4099371-1,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Ein Tag aus dem Leben Tolstois""","Original inscription: ""Ein Tag aus dem Leben Tolstois""",
499,SZ-AAP/W-AA172.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,"Prolog und Epilog zu Shakespeares ""Sturm"". Quasi una Phantasia",,,,,,"Shakespeares ""Sturm"", Prolog und Epilog zu",,1918,1918,1918,ger,"Typoskript, 5 Blatt, korrigiert","Typescript, 5 leaves, corrected",2–5,2–5,,,"Violettes Farbband, schwarze Tinte","Purple ribbon, black ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,Typescripts,,"Shakespeare, William",http://d-nb.info/gnd/118613723,The Tempest (1611),https://d-nb.info/gnd/4099371-1,http://d-nb.info/gnd/1047605287,"Veröffentlicht in Marsyas, Januar/Februar 1918","Published in Marsyas, January/February 1918",
500,SZ-AAP/W-AA172.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,"""An Caliban"". Epilog zu Shakespeares ""Sturm"".",,,,,,"Shakespeares ""Sturm"", Prolog und Epilog zu",8. Dezember 1932,,,1932-12-08,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Der Wiener Tag, Wien, 8. 12. 1932, S. 14","Shakespeare, William",http://d-nb.info/gnd/118613723,The Tempest (1611),https://d-nb.info/gnd/4099371-1,http://d-nb.info/gnd/1047605287,,,
501,SZ-AAP/W-AA173.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Sorglosen, Bei den",,,,,,"Sorglosen, Bei den",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Bildnis Tolstois"". Ursprünglich beiliegender Aufsatz fehlt.","Original inscription: ""Bildnis Tolstois"". The originally enclosed essay is missing.",
502,SZ-AAP/W-AA174.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Spanien,,,,,,Spanien,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,"Violette Tinte, schwarze Tinte","Purple ink, black ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,,,
503,SZ-AAP/W-AA174.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,In König Titurels Schloss.,,,,,,Spanien,28. III. 1906,,,1906-03-28,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Berliner Tageblatt, Berlin, 28. 3. 1906",,,,,http://d-nb.info/gnd/1047605287,,,
504,SZ-AAP/W-AA174.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Frühling in Sevilla.,,,,,,Spanien,2. IV. 1908.,,,1908-04-02,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Leipzig,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Leipziger Tageblatt, Leipzig, 2. 4. 1908",,,,,http://d-nb.info/gnd/1047605287,,,
505,SZ-AAP/W-AA174.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Spanische Bettler.,,,,,,Spanien,,14. 1. 1909,14. 1. 1909,1909-01-14,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Leipzig,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Leipziger Tageblatt, Leipzig, 14. 1. 1909",,,,,http://d-nb.info/gnd/1047605287,,,
506,SZ-AAP/W-AA175.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Specht, Richard",,,,,,"Specht, Richard",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Specht, Richard",http://d-nb.info/gnd/117481947,,,http://d-nb.info/gnd/1047605287,,,
507,SZ-AAP/W-AA175.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Bildnis eines Jüngeren. (Richard Spechts Werfel-Biographie.),,,,,,"Specht, Richard",,23. 6. 1926,23. 6. 1926,1926-06-23,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 23. 6. 1926","Specht, Richard; Werfel, Franz",http://d-nb.info/gnd/117481947; http://d-nb.info/gnd/118631373,"Franz Werfel. Versuch einer Zeitspiegelung, Wien: Zsolnay, 1926",https://d-nb.info/576210110,http://d-nb.info/gnd/1047605287,,,
508,SZ-AAP/W-AA175.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,Stefan Zweig,,Richard Specht,,,,,"Specht, Richard",,1929,1929,1929,ger,"Typoskript, 3 Blatt, korrigiert","Typescript, 3 leaves, corrected",2–3,2–3,,,"Violettes Farbband, violette Tinte",Black ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,Typescripts,,"Specht, Richard",http://d-nb.info/gnd/117481947,,,http://d-nb.info/gnd/1047605287,"Veröffentlicht als Nachwort zu Richard Specht: Florestan Kestners Erfolg, Leipzig: Reclam, 1929","Published as an epilogue to Richard Specht: Florestan Kestners Erfolg, Leipzig: Reclam, 1929",
509,SZ-AAP/W-AA176.0,Unbekannt,,"Rieger, Erwin; Friedenthal, Richard",http://d-nb.info/gnd/116538597; http://d-nb.info/gnd/118535579,"Erwin Rieger, Richard Friedenthal, Unbekannt","Suttner, Berta v.",,,,,fehlt 12. 11. 59 RF,"Suttner, Berta v.",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,"Violette Tinte, rote Tinte","Purple ink, red ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Suttner, Bertha von",http://d-nb.info/gnd/118620126,,,http://d-nb.info/gnd/1047605287,Ursprünglich beiliegender Aufsatz fehlt.,The originally enclosed essay is missing.,
510,SZ-AAP/W-AA177.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Scharlach,,,,,,Scharlach,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,"Violette Tinte, Bleistift","Purple ink, pencil",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Sommernovellette | Leipz. Tgbl. 17. Okt. 1909""","Original inscription: ""Sommernovellette | Leipz. Tgbl. 17. Okt. 1909""",
511,SZ-AAP/W-AA177.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Scharlach.,,,https://d-nb.info/gnd/1124027114,,"Separatabdruck aus der ""Österreichischen Rundschau"".",Scharlach,,1. 6. 1908,1. 6. 1908,1908-06-01,ger,"Separatdruck, 1 Heft","Separate print, 1 booklet",S. 337–432,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Separatdruck,,"Österreichische Rundschau, Wien, 1. 6. 1908",,,,,http://d-nb.info/gnd/1047605287,,,
512,SZ-AAP/W-AA178.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Schlaf, Johannes",,,,,,"Schlaf, Johannes",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Schlaf, Johannes",http://d-nb.info/gnd/118607871,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Johannes Schlaf""","Original inscription: ""Johannes Schlaf""",
513,SZ-AAP/W-AA178.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Johannes Schlaf.,,,,,,"Schlaf, Johannes",,15. 7. 1902,15. 7. 1902,1902-07-15,ger,"Zeitungsausschnitt, 3 Blatt","Newspaper clipping, 3 leaves",,,,,,,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Das Literarische Echo, Berlin, 15. 7. 1902, Spalte 1377–1388","Schlaf, Johannes",http://d-nb.info/gnd/118607871,,,http://d-nb.info/gnd/1047605287,,,
514,SZ-AAP/W-AA178.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Johannes Schlaf: Peter Boies Freite.,,,,,,"Schlaf, Johannes",3./I. 1903.,,,1903-01-03,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Hamburg,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Hamburger Zeitung, Hamburg, 3. 1. 1903","Schlaf, Johannes",http://d-nb.info/gnd/118607871,"Peter Boies Freite, Leipzig: Hermann Seemann, 1902",,http://d-nb.info/gnd/1047605287,,,
515,SZ-AAP/W-AA179.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Schmidtbonn, Wilhelm",,,,,,"Schmidtbonn, Wilhelm",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Schmidtbonn, Wilhelm",http://d-nb.info/gnd/118609009,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Wilhelm Schmidtbonn""","Original inscription: ""Wilhelm Schmidtbonn""",
516,SZ-AAP/W-AA179.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Neue Legenden.,,,,,,"Schmidtbonn, Wilhelm",6-MRZ-1914,,,1914-03-06,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Vossische Zeitung, Berlin, 6. 3. 1914","Schmidtbonn, Wilhelm",http://d-nb.info/gnd/118609009,"Der Wunderbaum. 23 Legenden, Berlin: Egon Fleischel, 1913",https://d-nb.info/362518874,http://d-nb.info/gnd/1047605287,"Mit angehängter Quellenangabe: Zeitungsausschnittdienst ""Observer"", Wien","With attached source: Newspaper clipping service ""Observer"", Vienna",
517,SZ-AAP/W-AA179.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Mein Freund Dei. Schmidtbonns neues Buch,,,,,M. N. N.,"Schmidtbonn, Wilhelm",3. Juli,3. 7. 1928,3. 7. 1928,1928-07-03,ger,"Zeitungsausschnitt, 1 Blatt","Separate print, 1 booklet",,,,,,,München,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Münchner Neueste Nachrichten, München, 3. 7. 1928","Schmidtbonn, Wilhelm",http://d-nb.info/gnd/118609009,"Mein Freund Dei. Geschichten einer unterbrochenen Weltreise, Stuttgart: Deutsche Verlags-Anstalt, 1928",https://d-nb.info/577419714,http://d-nb.info/gnd/1047605287,,,
518,SZ-AAP/W-AA179.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Wilhelm Schmidtbonn,,,,,,"Schmidtbonn, Wilhelm",,,,,ger,"Zeitungsausschnitt, 1 Blatt","Separate print, 1 booklet",,,,,,,München,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Das Programm. Blätter der Münchner Kammerspiele, München, Jg 12 Heft 4, S. 46","Schmidtbonn, Wilhelm",http://d-nb.info/gnd/118609009,,,http://d-nb.info/gnd/1047605287,,,
519,SZ-AAP/W-AA180.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,Erwin Rieger; Unbekannt,"Schnitzler, Arthur",,,,,,"Schnitzler, Arthur",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,"Violette Tinte, Schwarze Tinte, Bleistift","Purple ink, black ink, pencil",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Schnitzler, Arthur",http://d-nb.info/gnd/118609807,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Arthur Schnitzler""","Original inscription: ""Arthur Schnitzler""",
520,SZ-AAP/W-AA180.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Schnitzler und die Jugend.,,,,,,"Schnitzler, Arthur",1912,1. 5. 1912,1. 5. 1912,1912-05-01,ger,"Zeitungsausschnitt, 1 Blatt","Separate print, 1 booklet",,,,,Schwarze Tinte,Black ink,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Der Merker, Wien, 1. 5. 1912, S. 349–350","Schnitzler, Arthur",http://d-nb.info/gnd/118609807,,,http://d-nb.info/gnd/1047605287,,,
521,SZ-AAP/W-AA180.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Arthur Schnitzler.,,,,,"Prager ""Sozialdemokrat""","Schnitzler, Arthur",,1922,1922,1922,ger,"Zeitungsausschnitt, 1 Blatt","Separate print, 1 booklet",,,,,Roter Buntstift,Red pencil,Prag,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,,"Schnitzler, Arthur",http://d-nb.info/gnd/118609807,,,http://d-nb.info/gnd/1047605287,"Der Text ist bis auf den Schlusssatz identisch mit Arthur Schnitzler. Zu seinem sechzigsten Geburtstag, veröffentlicht in: Die Neue Rundschau, 15. Mai 1922","Except for the final sentence, the text is identical to Arthur Schnitzler. Zu seinem sechzigsten Geburtstag, published in: Die Neue Rundschau, 15 May 1922",
522,SZ-AAP/W-AA180.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,"Schnitzler, der Oesterreicher.",,,,,N. Wr. Journal,"Schnitzler, Arthur",22.10.31,,,1931-10-22,ger,"Zeitungsausschnitt, 1 Blatt","Separate print, 1 booklet",,,,,"Violette Tinte, Bleistift","Purple ink, pencil",Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 22. 10. 1931","Schnitzler, Arthur",http://d-nb.info/gnd/118609807,,,http://d-nb.info/gnd/1047605287,,,
523,SZ-AAP/W-AA180.4,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Persönliche Erinnerungen an Arthur Schnitzler,,,,,,"Schnitzler, Arthur",6. November 1931,,,1931-11-06,ger,"Zeitungsausschnitt, 1 Blatt","Separate print, 1 booklet",,,,,,,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Die Literarische Welt, Berlin, 6. 11. 1931","Schnitzler, Arthur",http://d-nb.info/gnd/118609807,,,http://d-nb.info/gnd/1047605287,,,
524,SZ-AAP/W-AA181.0,Unbekannt,,"Unbekannt; Rieger, Erwin; Friedenthal, Richard",http://d-nb.info/gnd/116538597; http://d-nb.info/gnd/118535579,"Erwin Rieger, Richard Friedenthal, Unbekannt","Schweitzer, Albert",,,,,gedruckt in Begegnungen,"Schweitzer, Albert",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,"Violette Tinte, rote Tinte","Purple ink, red ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Schweitzer, Albert",http://d-nb.info/gnd/11861214X,,,http://d-nb.info/gnd/1047605287,,,
525,SZ-AAP/W-AA181.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Unvergessliches Erlebnis. Ein Tag bei Albert Schweitzer.,,,,,,"Schweitzer, Albert",Dezember 1932,,,1932-12,ger,"Typoskriptdurchschlag, 7 Blatt","Typescript (carbon copy), 7 leaves",2–7,2–7,,,Schwarzes Durchschlagpapier,Black carbon paper,,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,Typescripts,,"Schweitzer, Albert",http://d-nb.info/gnd/11861214X,,,http://d-nb.info/gnd/1047605287,"Veröffentlicht in Neue Freie Presse, 25. Dezember 1932, und in Begegnungen mit Menschen, Büchern, Städten, 1937","Published in Neue Freie Presse, 25. Dezember 1932, and in Begegnungen mit Menschen, Büchern, Städten, 1937",
526,SZ-AAP/W-AA182.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Schweiz,,,,,,Schweiz,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Rodauner Nachträge | Berl. Tagebl.""","Original inscription: ""Rodauner Nachträge | Berl. Tagebl.""",
527,SZ-AAP/W-AA182.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Die Schweiz als Hilfsland Europas,,,,,,Schweiz,,September 1918,September 1918,1918-09,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Donauland, Wien, September 1918, S. 832–834",,,,,http://d-nb.info/gnd/1047605287,,,
528,SZ-AAP/W-AA182.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Die Schweiz und die Fremden.,,,,,,Schweiz,31. Januar 1918,,,1918-01-31,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 31. Januar 1918, S. 2–3",,,,,http://d-nb.info/gnd/1047605287,"Veröffentlichung anonym: ""Von unserem besonderen Korrespondenten""","Publication anonymous: ""Von unserem besonderen Korrespondenten"" (""From our special correspondent"")",
529,SZ-AAP/W-AA182.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Die Schweiz im vierten Kriegssommer.,,,,,,Schweiz,26/VII.,26. 7. 1918,26. 7. 1918,1918-07-26,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,Bleistift,Pencil,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 26. 7. 1918",,,,,http://d-nb.info/gnd/1047605287,,,
530,SZ-AAP/W-AA183.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Stadt als Rahmen, Die",,,,,(Salzburg),"Stadt als Rahmen, Die",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,"Violette Tinte, Bleistift","Purple ink, pencil",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,,,
531,SZ-AAP/W-AA183.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Salzburg. Die Stadt als Rahmen,,,,,,"Stadt als Rahmen, Die",Mai 1930,,,1930-05,ger,"Zeitungsausschnitt, 1 Blatt","Separate print, 1 booklet",,,,,Schwarze Tinte,Black ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Die Musik, Berlin, Mai 1930, S. 583–584",,,,,http://d-nb.info/gnd/1047605287,,,
532,SZ-AAP/W-AA183.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Meingast, Anna",http://d-nb.info/gnd/1080163751,Anna Meingast,,Salzburg,,,,,"Stadt als Rahmen, Die",,,,,ger,"Typoskriptdurchschlag, 8 Blatt, korrigiert, 3 Exemplare","Typescript (carbon copy), 8 leaves, corrected, 3 copies",2–8,2–8,,,"Violettes Durchschlagpapier, violette Tinte","Purple carbon paper, purple ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,Typescripts,,,,,,http://d-nb.info/gnd/1047605287,,,
533,SZ-AAP/W-AA184.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Stendhal,,,,,,Stendhal,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""A. H. Schmitz | zum 50. Geburtstage""","Original inscription: ""A. H. Schmitz | zum 50. Geburtstage""",
534,SZ-AAP/W-AA184.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Eine deutsche Stendhal-Biographie.,,,,,,Stendhal,,18. 11. 1928,18. 11. 1928,1928-11-18,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 18. 11. 1928","Stendhal; Kayser, Rudolph",http://d-nb.info/gnd/118617648; http://d-nb.info/gnd/11609026X,"Stendhal oder Das Leben eines Egoisten, Berlin: S. Fischer, 1928",https://d-nb.info/574263039,http://d-nb.info/gnd/1047605287,,,
535,SZ-AAP/W-AA184.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Stendhals deutsche Wiederkehr.,,,,,,Stendhal,6/Dez. 1921.,,,1921-12-06,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Bleistift,Pencil,Frankfurt,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Frankfurter Zeitung, Frankfurt, 6. 12. 1921",Stendhal,http://d-nb.info/gnd/118617648,,,http://d-nb.info/gnd/1047605287,,,
536,SZ-AAP/W-AA185.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Steiner-Prag, Hugo",,,,,,"Steiner-Prag, Hugo",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Steiner-Prag, Hugo",http://d-nb.info/gnd/118753231,,,http://d-nb.info/gnd/1047605287,,,
537,SZ-AAP/W-AA185.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,,Hugo Steiner-Prag,,,,,"Steiner-Prag, Hugo",,1930,1930,1930,ger,"Druckfahne, 2 Blatt","Galley proofs, 2 leaves",4–5,4–5,,,,,,Archiv Atrium Press,Ankauf Christie's London 2014,Druckfahnen,Galley proofs,,"Steiner-Prag, Hugo",http://d-nb.info/gnd/118753231,,,http://d-nb.info/gnd/1047605287,"Veröffentlicht in Hugo Steiner-Prag zum fünfzigsten Geburtstag, hrsg. von Julius Rodenberg, Leipzig: Haag-Drugulin, 1930","Published in Hugo Steiner-Prag zum fünfzigsten Geburtstag, edited by Julius Rodenberg, Leipzig: Haag-Drugulin, 1930",
538,SZ-AAP/W-AA186.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Stifter, Adalbert",,,,,,"Stifter, Adalbert",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Stifter, Adalbert",http://d-nb.info/gnd/118618156,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Witikos Auferstehung""","Original inscription: ""Witikos Auferstehung""",
539,SZ-AAP/W-AA186.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Witiko's Auferstehung.,,,,,,"Stifter, Adalbert",28. Dezember 1921,,,1921-12-28,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Beilage des Berliner Börsen-Couriers, Berlin, 28. 12. 1921","Stifter, Adalbert",http://d-nb.info/gnd/118618156,,,http://d-nb.info/gnd/1047605287,,,
